DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,,,,LOCATION,Cross Street,LAT,LON
200104700,01/10/2020 0:00,01/08/2020 0:00,1845,1,Central,185,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1822 0377 0329,29,M,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,900 S  BROADWAY,,34.0423,-118.2561
200117334,09/02/2020 0:00,07/25/2020 12:00:00 AM,1100,1,Central,163,1,330,BURGLARY FROM VEHICLE,0386 1822 1607 0329 0344,37,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,800 S  BROADWAY,,34.0434,-118.255
200518206,12/25/2020 12:00:00 AM,12/25/2020 12:00:00 AM,1155,5,Harbor,532,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 0400 2000 0913 0602 1821,51,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1100 N  WILMINGTON                   BL,,33.7843,-118.2746
200318101,09/28/2020 12:00:00 AM,09/28/2020 12:00:00 AM,1950,3,Southwest,351,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 1822 0344 1300,30,M,F,108,PARKING LOT,,,IC,Invest Cont,420,,,,3400 S  LA BREA                      AV,,34.0218,-118.3556
200713724,09/10/2020 0:00,09/10/2020 0:00,2115,7,Wilshire,745,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,64,M,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5200 W  OLYMPIC                      BL,,34.0572,-118.3428
200606258,02/16/2020 12:00:00 AM,02/16/2020 12:00:00 AM,1500,6,Hollywood,645,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1218 1822,69,M,W,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,HOLLYWOOD,ORANGE,34.1016,-118.3414
200405124,01/29/2020 12:00:00 AM,01/25/2020 12:00:00 AM,145,4,Hollenbeck,421,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,52,M,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,440,,,,ALBION                       ST,AVENUE 17,34.0692,-118.2223
200314189,07/14/2020 12:00:00 AM,03/13/2020 12:00:00 AM,1700,3,Southwest,338,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0344 1251 1822,20,M,B,116,OTHER/OUTSIDE,,,IC,Invest Cont,522,,,,3100    MCCLINTOCK                   AV,,34.0274,-118.2851
201008424,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,400,10,West Valley,1004,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 2000 1814 1310 1309 1312 0421 0329 1307,24,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,930,,,,8100    GARDEN GROVE                 AV,,34.2176,-118.5289
201111457,07/15/2020 12:00:00 AM,07/14/2020 12:00:00 AM,1830,11,Northeast,1129,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 N  AVENUE 65,,34.1202,-118.1766
200313903,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,400,3,Southwest,356,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 0561,58,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1500 W  35TH                         ST,,34.0246,-118.3032
200805192,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1554,8,West LA,817,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 1202 0344 0346,63,F,W,402,MARKET,,,IC,Invest Cont,341,,,,10800    WEYBURN                      AV,,34.0623,-118.4434
200409142,05/23/2020 12:00:00 AM,05/22/2020 12:00:00 AM,1900,4,Hollenbeck,408,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,ROSEMEAD,NAVARETH,34.0887,-118.1785
201223096,10/22/2020 12:00:00 AM,10/22/2020 12:00:00 AM,830,12,77th Street,1266,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0913 0416 0444,52,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,900 W  80TH                         ST,,33.9667,-118.2889
200209182,04/21/2020 12:00:00 AM,04/20/2020 12:00:00 AM,600,2,Rampart,249,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1100    INGRAHAM                     ST,,34.0518,-118.2637
200122376,12/14/2020 12:00:00 AM,12/14/2020 12:00:00 AM,825,1,Central,111,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,800    CLEVELAND                    ST,,34.0635,-118.2416
201107340,03/14/2020 12:00:00 AM,03/14/2020 12:00:00 AM,1520,11,Northeast,1142,1,761,BRANDISH WEAPON,0334 1822 2004,36,F,H,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",211,AXE,IC,Invest Cont,761,,,,1700 N  VERMONT                      AV,,34.1018,-118.2918
201223732,10/31/2020 12:00:00 AM,10/31/2020 12:00:00 AM,2140,12,77th Street,1259,2,624,BATTERY - SIMPLE ASSAULT,0417 0429 0416 0446 0342 1822 1309,31,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1000 E  75TH                         ST,,33.9721,-118.2574
200114248,07/02/2020 0:00,07/02/2020 0:00,2230,1,Central,155,1,350,"THEFT, PERSON",0344 1206 1218 1202 1822,66,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,5TH,WALL,34.0449,-118.2458
200508896,05/01/2020 0:00,04/30/2020 12:00:00 AM,1800,5,Harbor,563,1,520,VEHICLE - ATTEMPT STOLEN,1612 1300 0329 0344,58,M,H,101,STREET,,,IC,Invest Cont,520,,,,11TH,PACIFIC                      AV,33.7342,-118.2879
200414571,11/02/2020 0:00,11/02/2020 0:00,1300,4,Hollenbeck,497,2,662,"BUNCO, GRAND THEFT",701,40,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,662,,,,3400 E  14TH                         ST,,34.0173,-118.2066
200110219,04/08/2020 0:00,04/08/2020 0:00,1430,1,Central,148,2,624,BATTERY - SIMPLE ASSAULT,0416 0447 1822 1218,56,F,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,400 S  SAN PEDRO                    ST,,34.0458,-118.243
200406941,03/15/2020 12:00:00 AM,03/15/2020 12:00:00 AM,1300,4,Hollenbeck,421,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,36,F,W,101,STREET,,,IC,Invest Cont,740,,,,MAIN                         ST,MOULTON                      ST,34.066,-118.2189
201307157,02/22/2020 12:00:00 AM,02/20/2020 12:00:00 AM,2130,13,Newton,1313,1,330,BURGLARY FROM VEHICLE,344,53,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,400 E  16TH                         ST,,34.0319,-118.2594
200518043,12/21/2020 12:00:00 AM,12/11/2020 0:00,800,5,Harbor,521,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,740,,,,CHANNEL                      AV,GAFFEY                       ST,33.7538,-118.2923
200311984,05/27/2020 12:00:00 AM,05/21/2020 12:00:00 AM,900,3,Southwest,355,2,664,"BUNCO, PETTY THEFT",1822 0701 0121 0800 1202,68,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664,,,,3700 S  WILTON                       PL,,34.0203,-118.3148
200709780,05/29/2020 12:00:00 AM,05/29/2020 12:00:00 AM,300,7,Wilshire,782,1,310,BURGLARY,344,41,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5900 W  SPELTHORNE                   LN,,34.0412,-118.3711
200715239,10/24/2020 12:00:00 AM,10/12/2020 0:00,2100,7,Wilshire,734,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,300 S  CURSON                       AV,,34.0688,-118.3552
200208415,03/31/2020 12:00:00 AM,03/26/2020 12:00:00 AM,1,2,Rampart,237,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,27,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1400 W  3RD                          ST,,34.0621,-118.2619
200512012,07/18/2020 12:00:00 AM,07/18/2020 12:00:00 AM,1800,5,Harbor,529,1,122,"RAPE, ATTEMPTED",1822 0302 0340 0334 0520,46,F,B,102,SIDEWALK,204,FOLDING KNIFE,IC,Invest Cont,122,,,,ANAHEIM,WATSON,33.7808,-118.2469
200619237,12/13/2020 12:00:00 AM,12/12/2020 0:00,1200,6,Hollywood,663,1,310,BURGLARY,0344 1822 1501 0329 1602 0321,32,M,W,221,PUBLIC STORAGE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,6800    SANTA MONICA                 BL,,34.0907,-118.3393
200107420,02/19/2020 12:00:00 AM,02/19/2020 12:00:00 AM,650,1,Central,155,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 1202 1300 1814,64,M,B,102,SIDEWALK,,,AO,Adult Other,440,,,,500    MAPLE                        AV,,34.0454,-118.2466
200114977,07/17/2020 12:00:00 AM,07/17/2020 12:00:00 AM,1800,1,Central,111,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600    NEW DEPOT                    ST,,34.065,-118.2418
200408691,05/10/2020 0:00,05/10/2020 0:00,950,4,Hollenbeck,426,2,900,VIOLATION OF COURT ORDER,2038 2000 0913,45,F,H,504,OTHER RESIDENCE,,,AO,Adult Other,900,,,,3300    PORTOLA                      AV,,34.0839,-118.1731
200505944,02/15/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1200,5,Harbor,557,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0603,57,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,740,,,,800 W  3RD                          ST,,33.7415,-118.2945
200709618,05/25/2020 12:00:00 AM,05/24/2020 12:00:00 AM,2100,7,Wilshire,702,1,310,BURGLARY,1822 1609 0321 0344,49,M,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,7400    MELROSE                      AV,,34.0836,-118.3511
200912019,07/06/2020 0:00,07/03/2020 0:00,1430,9,Van Nuys,971,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,15100 W  VENTURA                      BL,,34.1564,-118.463
200611065,06/04/2020 0:00,06/04/2020 0:00,2235,6,Hollywood,646,2,623,BATTERY POLICE (SIMPLE),1212 0400,0,X,X,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,623,,,,CAHUENGA,SELMA,34.0998,-118.3295
200204731,01/15/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1535,2,Rampart,245,2,662,"BUNCO, GRAND THEFT",0701 0800,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,300 S  ALVARADO                     ST,,34.061,-118.2775
200206608,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,930,2,Rampart,266,2,624,BATTERY - SIMPLE ASSAULT,0913 1817 0416,40,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700    BEACON                       AV,,34.0544,-118.2723
200416134,12/21/2020 12:00:00 AM,12/21/2020 12:00:00 AM,800,4,Hollenbeck,402,2,901,VIOLATION OF RESTRAINING ORDER,2038,24,F,H,101,STREET,,,AA,Adult Arrest,901,,,,4400    BERENICE                     AV,,34.092,-118.2028
200812545,08/02/2020 0:00,08/01/2020 0:00,1740,8,West LA,839,1,320,"BURGLARY, ATTEMPTED",1822 0202 1607,0,X,X,248,CELL PHONE STORE,,,IC,Invest Cont,320,,,,10200    SANTA MONICA                 BL,,34.06,-118.42
200707399,03/14/2020 12:00:00 AM,03/13/2020 12:00:00 AM,2121,7,Wilshire,701,1,330,BURGLARY FROM VEHICLE,0344 0329 1609,49,F,A,101,STREET,,,IC,Invest Cont,330,,,,600 N  FAIRFAX                      AV,,34.0847,-118.3686
200908387,04/12/2020 0:00,04/12/2020 0:00,1205,9,Van Nuys,926,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,1501,25,M,H,108,PARKING LOT,,,AO,Adult Other,421,,,,14400    VICTORY                      BL,,34.1903,-118.4399
201115716,11/14/2020 12:00:00 AM,11/13/2020 12:00:00 AM,1300,11,Northeast,1105,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1310 0400 0416 0913 1813 2000,39,F,H,101,STREET,307,VEHICLE,IC,Invest Cont,230,,,,COLORADO                     BL,ELLENWOOD                    DR,34.14,-118.219
201104757,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,915,11,Northeast,1145,1,330,BURGLARY FROM VEHICLE,0344 1307,63,M,W,101,STREET,,,IC,Invest Cont,330,,,,2300    RIVERSIDE                    DR,,34.1034,-118.2524
200112641,06/01/2020 0:00,05/30/2020 12:00:00 AM,400,1,Central,162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,48,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,7TH,HOPE,34.0487,-118.2588
200808587,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,224,8,West LA,835,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0346,34,M,W,101,STREET,,,IC,Invest Cont,331,,,,2000    MIDVALE                      AV,,34.0462,-118.4351
200108707,03/08/2020 0:00,03/08/2020 0:00,155,1,Central,171,2,624,BATTERY - SIMPLE ASSAULT,1414 1822 0417,30,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2657
200322234,12/24/2020 12:00:00 AM,12/24/2020 12:00:00 AM,145,3,Southwest,308,2,932,PEEPING TOM,1822 0216 1501,57,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,932,,,,2300    PORTLAND                     ST,,34.0334,-118.2813
200206579,02/20/2020 12:00:00 AM,02/20/2020 12:00:00 AM,1900,2,Rampart,245,2,900,VIOLATION OF COURT ORDER,0913 2038 0603 2004,0,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,900,,,,2500 W  6TH                          ST,,34.0616,-118.2794
200812181,07/22/2020 12:00:00 AM,07/21/2020 12:00:00 AM,2100,8,West LA,859,1,330,BURGLARY FROM VEHICLE,1822 0344 1602,0,X,X,101,STREET,,,IC,Invest Cont,330,,,,8500    ALCOTT                       ST,,34.0524,-118.3762
200108721,03/05/2020 0:00,03/05/2020 0:00,1045,1,Central,101,1,330,BURGLARY FROM VEHICLE,0344 0352 0329 0377 1501,25,F,W,101,STREET,,,IC,Invest Cont,330,,,,900    WHITE KNOLL                  DR,,34.0671,-118.2483
200911985,07/05/2020 0:00,07/04/2020 0:00,1600,9,Van Nuys,966,1,310,BURGLARY,0358 1609 1420 1414 0321 0344 0389,38,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5200    SUNNYSLOPE                   AV,,34.165,-118.4269
200612477,07/12/2020 0:00,07/11/2020 0:00,1900,6,Hollywood,646,1,310,BURGLARY,0344 2042 1822,21,F,B,519,SHORT-TERM VACATION RENTAL,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1600    COSMO                        ST,,34.0998,-118.3288
200817452,12/11/2020 0:00,12/11/2020 0:00,406,8,West LA,884,1,310,BURGLARY,1420 0358 1609 0344 1822 0206,0,X,X,202,LIQUOR STORE,,,IC,Invest Cont,310,,,,11300 W  PICO                         BL,,34.0349,-118.4393
200204041,01/01/2020 0:00,01/01/2020 0:00,1600,2,Rampart,246,2,860,BATTERY WITH SEXUAL CONTACT,1822 0305 0522 0444,45,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,ALVARADO,6TH,34.0593,-118.2749
200407269,03/25/2020 12:00:00 AM,03/25/2020 12:00:00 AM,1425,4,Hollenbeck,467,1,330,BURGLARY FROM VEHICLE,1302 0344,49,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,330,,,,2700 E  1ST                          ST,,34.0421,-118.206
200306764,02/16/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1,3,Southwest,313,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,BRONSON,25TH,34.0326,-118.3337
200717082,12/14/2020 12:00:00 AM,12/09/2020 0:00,1200,7,Wilshire,726,1,310,BURGLARY,1822 0344,23,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,100 N  LA BREA                      AV,,34.0726,-118.3463
201308747,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1159,13,Newton,1317,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,44,M,O,108,PARKING LOT,,,IC,Invest Cont,341,,,,1400    LONG BEACH                   AV,,34.026,-118.2412
200911558,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,315,9,Van Nuys,909,1,310,BURGLARY,0352 1606 0344 1300,27,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,13700    COHASSET                     ST,,34.2066,-118.4326
200313358,06/28/2020 12:00:00 AM,06/28/2020 12:00:00 AM,1740,3,Southwest,358,1,210,ROBBERY,1822 0342 0344 0346 0444 0301 0910 2049 2051,48,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,EXPOSITION                   BL,VERMONT                      AV,34.0183,-118.2915
200806390,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,300,8,West LA,807,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1202 0329 1609 1822,60,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,1000    MAYBROOK                     DR,,34.0896,-118.4306
200317237,09/13/2020 12:00:00 AM,09/12/2020 0:00,1630,3,Southwest,354,1,330,BURGLARY FROM VEHICLE,0344 1605 1300 1822,28,M,W,101,STREET,,,IC,Invest Cont,330,,,,2300 W  36TH                         ST,,34.0229,-118.3207
200712160,07/29/2020 12:00:00 AM,07/26/2020 12:00:00 AM,1500,7,Wilshire,765,1,330,BURGLARY FROM VEHICLE,1822 0344 0386 1300,30,M,W,101,STREET,,,IC,Invest Cont,330,,,,1200 S  SYCAMORE                     AV,,34.0513,-118.3468
200913211,08/07/2020 0:00,08/06/2020 0:00,2000,9,Van Nuys,926,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,6700    SYLMAR                       AV,,34.1923,-118.4465
200405300,02/03/2020 0:00,01/31/2020 12:00:00 AM,2218,4,Hollenbeck,445,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1813 0913,41,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1000    KINGSTON                     AV,,34.056,-118.2101
201210730,04/11/2020 0:00,04/11/2020 0:00,1435,12,77th Street,1265,1,210,ROBBERY,1402 1100 1309 1822 0302 0450 0308 0336 0352 0334,43,M,B,101,STREET,101,REVOLVER,AA,Adult Arrest,210,,,,82ND                         ST,MARIPOSA                     AV,33.9644,-118.2993
200208239,03/26/2020 12:00:00 AM,03/25/2020 12:00:00 AM,1800,2,Rampart,237,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200 W  3RD                          ST,,34.0621,-118.2619
201307464,03/02/2020 0:00,02/29/2020 12:00:00 AM,1215,13,Newton,1343,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0329 0344,39,M,H,102,SIDEWALK,,,IC,Invest Cont,420,,,,4000 S  SAN PEDRO                    ST,,34.0112,-118.268
200120964,11/13/2020 12:00:00 AM,11/12/2020 0:00,230,1,Central,159,2,888,TRESPASSING,2004 1822,0,M,W,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,888,,,,1200    FACTORY                      PL,,34.0391,-118.2384
200505388,02/03/2020 0:00,02/02/2020 0:00,2000,5,Harbor,567,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,35,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,400 W  20TH                         ST,,33.7261,-118.2858
201112634,08/19/2020 12:00:00 AM,08/18/2020 12:00:00 AM,2148,11,Northeast,1162,1,310,BURGLARY,1609 0329 0321,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,4000 W  SUNSET                       BL,,34.0928,-118.2807
201221386,09/24/2020 12:00:00 AM,09/24/2020 12:00:00 AM,1730,12,77th Street,1239,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 1309 2002 0448 0432,44,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1100 W  62ND                         ST,,33.9863,-118.2881
201105334,01/31/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1930,11,Northeast,1172,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,30,M,W,101,STREET,,,IC,Invest Cont,331,,,,2000    ROCKFORD                     RD,,34.0937,-118.2629
201016165,12/17/2020 12:00:00 AM,12/16/2020 12:00:00 AM,740,10,West Valley,1008,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,16600    VALERIO                      ST,,34.2048,-118.4957
200312530,06/11/2020 0:00,06/11/2020 0:00,210,3,Southwest,373,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0329 1822 0334 0443 1266 1300,36,M,H,203,OTHER BUSINESS,308,STICK,AO,Adult Other,230,,,,3700    CRENSHAW                     BL,,34.0194,-118.3351
200111348,05/05/2020 0:00,05/02/2020 0:00,2355,1,Central,101,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329,50,M,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,900    FIGUEROA                     TR,,34.0663,-118.2441
200112317,05/29/2020 12:00:00 AM,05/28/2020 12:00:00 AM,2330,1,Central,164,1,210,ROBBERY,0344 1218 0334 2034 1822,42,M,W,102,SIDEWALK,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,,,,7TH,LOS ANGELES,34.0433,-118.2504
200511347,07/03/2020 0:00,07/03/2020 0:00,750,5,Harbor,525,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,100 W  D                            ST,,33.7742,-118.2626
200813812,09/07/2020 0:00,09/06/2020 0:00,1600,8,West LA,824,1,330,BURGLARY FROM VEHICLE,0321 1822 0344,51,M,O,101,STREET,,,IC,Invest Cont,330,,,,1400    LONGWORTH                    DR,,34.0535,-118.4972
200716209,11/21/2020 12:00:00 AM,11/21/2020 12:00:00 AM,205,7,Wilshire,736,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0345 1607 1501,36,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,400 S  CLOVERDALE                   AV,,34.0649,-118.3462
200604603,01/14/2020 12:00:00 AM,01/13/2020 12:00:00 AM,2030,6,Hollywood,676,1,330,BURGLARY FROM VEHICLE,1307 0344,41,F,O,101,STREET,,,IC,Invest Cont,330,,,,700    WILCOX                       AV,,34.0835,-118.331
200910089,05/24/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1230,9,Van Nuys,915,1,330,BURGLARY FROM VEHICLE,0358 1307 0344,68,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,14400    SHERMAN                      WY,,34.2012,-118.4462
200616033,09/29/2020 12:00:00 AM,09/28/2020 12:00:00 AM,1800,6,Hollywood,667,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,LEXINGTON                    AV,GOWER                        ST,34.0926,-118.3223
200319940,11/05/2020 0:00,11/05/2020 0:00,1740,3,Southwest,373,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0352 0104 0325 1822 0378 0346 1309,19,X,X,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,3700    CRENSHAW                     BL,,34.0194,-118.3351
200206200,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,2045,2,Rampart,246,2,624,BATTERY - SIMPLE ASSAULT,1202 2033 2011 2048 0910 1822 1218 0416,70,M,W,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  ALVARADO                     ST,,34.0596,-118.2749
201001031,12/06/2020 0:00,12/06/2020 0:00,1930,10,West Valley,1061,2,624,BATTERY - SIMPLE ASSAULT,0429 1300 0400 0444 1402 1202 1822,69,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,19600    VENTURA                      BL,,34.1728,-118.5603
200618978,12/08/2020 0:00,11/26/2020 12:00:00 AM,1200,6,Hollywood,625,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,2300 N  HIGHLAND                     AV,,34.1107,-118.3364
200812693,08/05/2020 0:00,07/01/2020 0:00,2100,8,West LA,826,1,330,BURGLARY FROM VEHICLE,0344 0346,25,M,W,101,STREET,,,IC,Invest Cont,330,,,,BUNDY                        DR,SHETLAND                     LN,34.0557,-118.4759
201016378,12/19/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1630,10,West Valley,1029,1,330,BURGLARY FROM VEHICLE,1822 0344 1601 1300,38,M,H,101,STREET,,,IC,Invest Cont,330,,,,15800    HART                         ST,,34.1976,-118.4771
